close_task_id,company_code,company_name,fiscal_year,fiscal_period,task_id,task_name,task_sequence,target_working_day,period_end_date,due_date,actual_completion_date,delay_working_days,days_to_close,is_period_open
969,NS20,NovaSpace France S.A.S.,2026,3,T09,FX revaluation,9,4,2026-03-31,2026-04-08,2026-04-08,0.0,,false
970,NS20,NovaSpace France S.A.S.,2026,3,T10,Soft close / reporting cut-off,10,4,2026-03-31,2026-04-08,2026-04-07,-1.0,,false
971,NS20,NovaSpace France S.A.S.,2026,3,T11,Management reporting pack,11,5,2026-03-31,2026-04-09,2026-04-09,0.0,,false
972,NS20,NovaSpace France S.A.S.,2026,3,T12,Hard close / period lock,12,5,2026-03-31,2026-04-09,2026-04-10,1.0,6.0,false
973,NS20,NovaSpace France S.A.S.,2026,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2026-04-30,2026-05-04,2026-05-04,0.0,,false
974,NS20,NovaSpace France S.A.S.,2026,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2026-04-30,2026-05-04,2026-05-04,0.0,,false
975,NS20,NovaSpace France S.A.S.,2026,4,T03,GR/IR clearing,3,2,2026-04-30,2026-05-05,2026-05-04,-1.0,,false
976,NS20,NovaSpace France S.A.S.,2026,4,T04,Payroll posting,4,2,2026-04-30,2026-05-05,2026-05-06,1.0,,false
977,NS20,NovaSpace France S.A.S.,2026,4,T05,Depreciation run,5,2,2026-04-30,2026-05-05,2026-05-05,0.0,,false
978,NS20,NovaSpace France S.A.S.,2026,4,T06,Accruals posting,6,3,2026-04-30,2026-05-06,2026-05-08,2.0,,false
979,NS20,NovaSpace France S.A.S.,2026,4,T07,Overhead allocation cycle,7,3,2026-04-30,2026-05-06,2026-05-06,0.0,,false
980,NS20,NovaSpace France S.A.S.,2026,4,T08,Intercompany reconciliation,8,3,2026-04-30,2026-05-06,2026-05-07,1.0,,false
981,NS20,NovaSpace France S.A.S.,2026,4,T09,FX revaluation,9,4,2026-04-30,2026-05-07,2026-05-08,1.0,,false
982,NS20,NovaSpace France S.A.S.,2026,4,T10,Soft close / reporting cut-off,10,4,2026-04-30,2026-05-07,2026-05-08,1.0,,false
983,NS20,NovaSpace France S.A.S.,2026,4,T11,Management reporting pack,11,5,2026-04-30,2026-05-08,2026-05-08,0.0,,false
984,NS20,NovaSpace France S.A.S.,2026,4,T12,Hard close / period lock,12,5,2026-04-30,2026-05-08,2026-05-08,0.0,5.0,false
985,NS20,NovaSpace France S.A.S.,2026,5,T01,Sub-ledger cut-off — Accounts Payable,1,1,2026-05-31,2026-06-01,2026-06-01,0.0,,false
986,NS20,NovaSpace France S.A.S.,2026,5,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2026-05-31,2026-06-01,2026-06-01,0.0,,false
987,NS20,NovaSpace France S.A.S.,2026,5,T03,GR/IR clearing,3,2,2026-05-31,2026-06-02,2026-06-02,0.0,,false
988,NS20,NovaSpace France S.A.S.,2026,5,T04,Payroll posting,4,2,2026-05-31,2026-06-02,2026-06-01,-1.0,,false
989,NS20,NovaSpace France S.A.S.,2026,5,T05,Depreciation run,5,2,2026-05-31,2026-06-02,2026-06-02,0.0,,false
990,NS20,NovaSpace France S.A.S.,2026,5,T06,Accruals posting,6,3,2026-05-31,2026-06-03,2026-06-03,0.0,,false
991,NS20,NovaSpace France S.A.S.,2026,5,T07,Overhead allocation cycle,7,3,2026-05-31,2026-06-03,2026-06-05,2.0,,false
992,NS20,NovaSpace France S.A.S.,2026,5,T08,Intercompany reconciliation,8,3,2026-05-31,2026-06-03,2026-06-03,0.0,,false
993,NS20,NovaSpace France S.A.S.,2026,5,T09,FX revaluation,9,4,2026-05-31,2026-06-04,2026-06-04,0.0,,false
994,NS20,NovaSpace France S.A.S.,2026,5,T10,Soft close / reporting cut-off,10,4,2026-05-31,2026-06-04,2026-06-04,0.0,,false
995,NS20,NovaSpace France S.A.S.,2026,5,T11,Management reporting pack,11,5,2026-05-31,2026-06-05,2026-06-05,0.0,,false
996,NS20,NovaSpace France S.A.S.,2026,5,T12,Hard close / period lock,12,5,2026-05-31,2026-06-05,2026-06-05,0.0,5.0,false
997,NS20,NovaSpace France S.A.S.,2026,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2026-06-30,2026-07-01,2026-07-03,2.0,,false
998,NS20,NovaSpace France S.A.S.,2026,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2026-06-30,2026-07-01,2026-07-01,0.0,,false
999,NS20,NovaSpace France S.A.S.,2026,6,T03,GR/IR clearing,3,2,2026-06-30,2026-07-02,2026-07-03,1.0,,false
1000,NS20,NovaSpace France S.A.S.,2026,6,T04,Payroll posting,4,2,2026-06-30,2026-07-02,2026-07-02,0.0,,false
1001,NS20,NovaSpace France S.A.S.,2026,6,T05,Depreciation run,5,2,2026-06-30,2026-07-02,2026-07-02,0.0,,false
1002,NS20,NovaSpace France S.A.S.,2026,6,T06,Accruals posting,6,3,2026-06-30,2026-07-03,2026-07-03,0.0,,false
1003,NS20,NovaSpace France S.A.S.,2026,6,T07,Overhead allocation cycle,7,3,2026-06-30,2026-07-03,2026-07-03,0.0,,false
1004,NS20,NovaSpace France S.A.S.,2026,6,T08,Intercompany reconciliation,8,3,2026-06-30,2026-07-03,2026-07-06,1.0,,false
1005,NS20,NovaSpace France S.A.S.,2026,6,T09,FX revaluation,9,4,2026-06-30,2026-07-06,2026-07-07,1.0,,false
1006,NS20,NovaSpace France S.A.S.,2026,6,T10,Soft close / reporting cut-off,10,4,2026-06-30,2026-07-06,2026-07-06,0.0,,false
1007,NS20,NovaSpace France S.A.S.,2026,6,T11,Management reporting pack,11,5,2026-06-30,2026-07-07,2026-07-07,0.0,,false
1008,NS20,NovaSpace France S.A.S.,2026,6,T12,Hard close / period lock,12,5,2026-06-30,2026-07-07,2026-07-08,1.0,6.0,false
1009,NS30,NovaSpace Deutschland GmbH,2023,1,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-01-31,2023-02-01,2023-02-06,3.0,,false
1010,NS30,NovaSpace Deutschland GmbH,2023,1,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-01-31,2023-02-01,2023-02-03,2.0,,false
1011,NS30,NovaSpace Deutschland GmbH,2023,1,T03,GR/IR clearing,3,2,2023-01-31,2023-02-02,2023-02-06,2.0,,false
1012,NS30,NovaSpace Deutschland GmbH,2023,1,T04,Payroll posting,4,2,2023-01-31,2023-02-02,2023-02-07,3.0,,false
1013,NS30,NovaSpace Deutschland GmbH,2023,1,T05,Depreciation run,5,2,2023-01-31,2023-02-02,2023-02-07,3.0,,false
1014,NS30,NovaSpace Deutschland GmbH,2023,1,T06,Accruals posting,6,3,2023-01-31,2023-02-03,2023-02-09,4.0,,false
1015,NS30,NovaSpace Deutschland GmbH,2023,1,T07,Overhead allocation cycle,7,3,2023-01-31,2023-02-03,2023-02-08,3.0,,false
1016,NS30,NovaSpace Deutschland GmbH,2023,1,T08,Intercompany reconciliation,8,3,2023-01-31,2023-02-03,2023-02-08,3.0,,false
1017,NS30,NovaSpace Deutschland GmbH,2023,1,T09,FX revaluation,9,4,2023-01-31,2023-02-06,2023-02-09,3.0,,false
1018,NS30,NovaSpace Deutschland GmbH,2023,1,T10,Soft close / reporting cut-off,10,4,2023-01-31,2023-02-06,2023-02-10,4.0,,false
1019,NS30,NovaSpace Deutschland GmbH,2023,1,T11,Management reporting pack,11,5,2023-01-31,2023-02-07,2023-02-13,4.0,,false
1020,NS30,NovaSpace Deutschland GmbH,2023,1,T12,Hard close / period lock,12,5,2023-01-31,2023-02-07,2023-02-10,3.0,8.0,false
1021,NS30,NovaSpace Deutschland GmbH,2023,2,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-02-28,2023-03-01,2023-03-02,1.0,,false
1022,NS30,NovaSpace Deutschland GmbH,2023,2,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-02-28,2023-03-01,2023-03-08,5.0,,false
1023,NS30,NovaSpace Deutschland GmbH,2023,2,T03,GR/IR clearing,3,2,2023-02-28,2023-03-02,2023-03-08,4.0,,false
1024,NS30,NovaSpace Deutschland GmbH,2023,2,T04,Payroll posting,4,2,2023-02-28,2023-03-02,2023-03-08,4.0,,false
1025,NS30,NovaSpace Deutschland GmbH,2023,2,T05,Depreciation run,5,2,2023-02-28,2023-03-02,2023-03-06,2.0,,false
1026,NS30,NovaSpace Deutschland GmbH,2023,2,T06,Accruals posting,6,3,2023-02-28,2023-03-03,2023-03-06,1.0,,false
1027,NS30,NovaSpace Deutschland GmbH,2023,2,T07,Overhead allocation cycle,7,3,2023-02-28,2023-03-03,2023-03-08,3.0,,false
1028,NS30,NovaSpace Deutschland GmbH,2023,2,T08,Intercompany reconciliation,8,3,2023-02-28,2023-03-03,2023-03-13,6.0,,false
1029,NS30,NovaSpace Deutschland GmbH,2023,2,T09,FX revaluation,9,4,2023-02-28,2023-03-06,2023-03-08,2.0,,false
1030,NS30,NovaSpace Deutschland GmbH,2023,2,T10,Soft close / reporting cut-off,10,4,2023-02-28,2023-03-06,2023-03-09,3.0,,false
1031,NS30,NovaSpace Deutschland GmbH,2023,2,T11,Management reporting pack,11,5,2023-02-28,2023-03-07,2023-03-13,4.0,,false
1032,NS30,NovaSpace Deutschland GmbH,2023,2,T12,Hard close / period lock,12,5,2023-02-28,2023-03-07,2023-03-10,3.0,8.0,false
1033,NS30,NovaSpace Deutschland GmbH,2023,3,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-03-31,2023-04-03,2023-04-05,2.0,,false
1034,NS30,NovaSpace Deutschland GmbH,2023,3,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-03-31,2023-04-03,2023-04-06,3.0,,false
1035,NS30,NovaSpace Deutschland GmbH,2023,3,T03,GR/IR clearing,3,2,2023-03-31,2023-04-04,2023-04-12,4.0,,false
1036,NS30,NovaSpace Deutschland GmbH,2023,3,T04,Payroll posting,4,2,2023-03-31,2023-04-04,2023-04-12,4.0,,false
1037,NS30,NovaSpace Deutschland GmbH,2023,3,T05,Depreciation run,5,2,2023-03-31,2023-04-04,2023-04-06,2.0,,false
1038,NS30,NovaSpace Deutschland GmbH,2023,3,T06,Accruals posting,6,3,2023-03-31,2023-04-05,2023-04-12,3.0,,false
1039,NS30,NovaSpace Deutschland GmbH,2023,3,T07,Overhead allocation cycle,7,3,2023-03-31,2023-04-05,2023-04-06,1.0,,false
1040,NS30,NovaSpace Deutschland GmbH,2023,3,T08,Intercompany reconciliation,8,3,2023-03-31,2023-04-05,2023-04-14,5.0,,false
1041,NS30,NovaSpace Deutschland GmbH,2023,3,T09,FX revaluation,9,4,2023-03-31,2023-04-06,2023-04-13,3.0,,false
1042,NS30,NovaSpace Deutschland GmbH,2023,3,T10,Soft close / reporting cut-off,10,4,2023-03-31,2023-04-06,2023-04-12,2.0,,false
1043,NS30,NovaSpace Deutschland GmbH,2023,3,T11,Management reporting pack,11,5,2023-03-31,2023-04-11,2023-04-13,2.0,,false
1044,NS30,NovaSpace Deutschland GmbH,2023,3,T12,Hard close / period lock,12,5,2023-03-31,2023-04-11,2023-04-13,2.0,7.0,false
1045,NS30,NovaSpace Deutschland GmbH,2023,4,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-04-30,2023-05-02,2023-05-05,3.0,,false
1046,NS30,NovaSpace Deutschland GmbH,2023,4,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-04-30,2023-05-02,2023-05-08,4.0,,false
1047,NS30,NovaSpace Deutschland GmbH,2023,4,T03,GR/IR clearing,3,2,2023-04-30,2023-05-03,2023-05-10,5.0,,false
1048,NS30,NovaSpace Deutschland GmbH,2023,4,T04,Payroll posting,4,2,2023-04-30,2023-05-03,2023-05-10,5.0,,false
1049,NS30,NovaSpace Deutschland GmbH,2023,4,T05,Depreciation run,5,2,2023-04-30,2023-05-03,2023-05-05,2.0,,false
1050,NS30,NovaSpace Deutschland GmbH,2023,4,T06,Accruals posting,6,3,2023-04-30,2023-05-04,2023-05-09,3.0,,false
1051,NS30,NovaSpace Deutschland GmbH,2023,4,T07,Overhead allocation cycle,7,3,2023-04-30,2023-05-04,2023-05-08,2.0,,false
1052,NS30,NovaSpace Deutschland GmbH,2023,4,T08,Intercompany reconciliation,8,3,2023-04-30,2023-05-04,2023-05-08,2.0,,false
1053,NS30,NovaSpace Deutschland GmbH,2023,4,T09,FX revaluation,9,4,2023-04-30,2023-05-05,2023-05-11,4.0,,false
1054,NS30,NovaSpace Deutschland GmbH,2023,4,T10,Soft close / reporting cut-off,10,4,2023-04-30,2023-05-05,2023-05-15,6.0,,false
1055,NS30,NovaSpace Deutschland GmbH,2023,4,T11,Management reporting pack,11,5,2023-04-30,2023-05-08,2023-05-09,1.0,,false
1056,NS30,NovaSpace Deutschland GmbH,2023,4,T12,Hard close / period lock,12,5,2023-04-30,2023-05-08,2023-05-15,5.0,10.0,false
1057,NS30,NovaSpace Deutschland GmbH,2023,5,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-05-31,2023-06-01,2023-06-06,3.0,,false
1058,NS30,NovaSpace Deutschland GmbH,2023,5,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-05-31,2023-06-01,2023-06-07,4.0,,false
1059,NS30,NovaSpace Deutschland GmbH,2023,5,T03,GR/IR clearing,3,2,2023-05-31,2023-06-02,2023-06-07,3.0,,false
1060,NS30,NovaSpace Deutschland GmbH,2023,5,T04,Payroll posting,4,2,2023-05-31,2023-06-02,2023-06-08,4.0,,false
1061,NS30,NovaSpace Deutschland GmbH,2023,5,T05,Depreciation run,5,2,2023-05-31,2023-06-02,2023-06-08,4.0,,false
1062,NS30,NovaSpace Deutschland GmbH,2023,5,T06,Accruals posting,6,3,2023-05-31,2023-06-05,2023-06-09,4.0,,false
1063,NS30,NovaSpace Deutschland GmbH,2023,5,T07,Overhead allocation cycle,7,3,2023-05-31,2023-06-05,2023-06-09,4.0,,false
1064,NS30,NovaSpace Deutschland GmbH,2023,5,T08,Intercompany reconciliation,8,3,2023-05-31,2023-06-05,2023-06-09,4.0,,false
1065,NS30,NovaSpace Deutschland GmbH,2023,5,T09,FX revaluation,9,4,2023-05-31,2023-06-06,2023-06-09,3.0,,false
1066,NS30,NovaSpace Deutschland GmbH,2023,5,T10,Soft close / reporting cut-off,10,4,2023-05-31,2023-06-06,2023-06-12,4.0,,false
1067,NS30,NovaSpace Deutschland GmbH,2023,5,T11,Management reporting pack,11,5,2023-05-31,2023-06-07,2023-06-12,3.0,,false
1068,NS30,NovaSpace Deutschland GmbH,2023,5,T12,Hard close / period lock,12,5,2023-05-31,2023-06-07,2023-06-13,4.0,9.0,false
1069,NS30,NovaSpace Deutschland GmbH,2023,6,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-06-30,2023-07-03,2023-07-06,3.0,,false
1070,NS30,NovaSpace Deutschland GmbH,2023,6,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-06-30,2023-07-03,2023-07-04,1.0,,false
1071,NS30,NovaSpace Deutschland GmbH,2023,6,T03,GR/IR clearing,3,2,2023-06-30,2023-07-04,2023-07-10,4.0,,false
1072,NS30,NovaSpace Deutschland GmbH,2023,6,T04,Payroll posting,4,2,2023-06-30,2023-07-04,2023-07-10,4.0,,false
1073,NS30,NovaSpace Deutschland GmbH,2023,6,T05,Depreciation run,5,2,2023-06-30,2023-07-04,2023-07-07,3.0,,false
1074,NS30,NovaSpace Deutschland GmbH,2023,6,T06,Accruals posting,6,3,2023-06-30,2023-07-05,2023-07-10,3.0,,false
1075,NS30,NovaSpace Deutschland GmbH,2023,6,T07,Overhead allocation cycle,7,3,2023-06-30,2023-07-05,2023-07-10,3.0,,false
1076,NS30,NovaSpace Deutschland GmbH,2023,6,T08,Intercompany reconciliation,8,3,2023-06-30,2023-07-05,2023-07-07,2.0,,false
1077,NS30,NovaSpace Deutschland GmbH,2023,6,T09,FX revaluation,9,4,2023-06-30,2023-07-06,2023-07-11,3.0,,false
1078,NS30,NovaSpace Deutschland GmbH,2023,6,T10,Soft close / reporting cut-off,10,4,2023-06-30,2023-07-06,2023-07-13,5.0,,false
1079,NS30,NovaSpace Deutschland GmbH,2023,6,T11,Management reporting pack,11,5,2023-06-30,2023-07-07,2023-07-14,5.0,,false
1080,NS30,NovaSpace Deutschland GmbH,2023,6,T12,Hard close / period lock,12,5,2023-06-30,2023-07-07,2023-07-14,5.0,10.0,false
1081,NS30,NovaSpace Deutschland GmbH,2023,7,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-07-31,2023-08-01,2023-08-04,3.0,,false
1082,NS30,NovaSpace Deutschland GmbH,2023,7,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-07-31,2023-08-01,2023-08-09,6.0,,false
1083,NS30,NovaSpace Deutschland GmbH,2023,7,T03,GR/IR clearing,3,2,2023-07-31,2023-08-02,2023-08-04,2.0,,false
1084,NS30,NovaSpace Deutschland GmbH,2023,7,T04,Payroll posting,4,2,2023-07-31,2023-08-02,2023-08-08,4.0,,false
1085,NS30,NovaSpace Deutschland GmbH,2023,7,T05,Depreciation run,5,2,2023-07-31,2023-08-02,2023-08-03,1.0,,false
1086,NS30,NovaSpace Deutschland GmbH,2023,7,T06,Accruals posting,6,3,2023-07-31,2023-08-03,2023-08-04,1.0,,false
1087,NS30,NovaSpace Deutschland GmbH,2023,7,T07,Overhead allocation cycle,7,3,2023-07-31,2023-08-03,2023-08-09,4.0,,false
1088,NS30,NovaSpace Deutschland GmbH,2023,7,T08,Intercompany reconciliation,8,3,2023-07-31,2023-08-03,2023-08-07,2.0,,false
1089,NS30,NovaSpace Deutschland GmbH,2023,7,T09,FX revaluation,9,4,2023-07-31,2023-08-04,2023-08-09,3.0,,false
1090,NS30,NovaSpace Deutschland GmbH,2023,7,T10,Soft close / reporting cut-off,10,4,2023-07-31,2023-08-04,2023-08-11,5.0,,false
1091,NS30,NovaSpace Deutschland GmbH,2023,7,T11,Management reporting pack,11,5,2023-07-31,2023-08-07,2023-08-11,4.0,,false
1092,NS30,NovaSpace Deutschland GmbH,2023,7,T12,Hard close / period lock,12,5,2023-07-31,2023-08-07,2023-08-10,3.0,8.0,false
1093,NS30,NovaSpace Deutschland GmbH,2023,8,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-08-31,2023-09-01,2023-09-07,4.0,,false
1094,NS30,NovaSpace Deutschland GmbH,2023,8,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-08-31,2023-09-01,2023-09-06,3.0,,false
1095,NS30,NovaSpace Deutschland GmbH,2023,8,T03,GR/IR clearing,3,2,2023-08-31,2023-09-04,2023-09-06,2.0,,false
1096,NS30,NovaSpace Deutschland GmbH,2023,8,T04,Payroll posting,4,2,2023-08-31,2023-09-04,2023-09-08,4.0,,false
1097,NS30,NovaSpace Deutschland GmbH,2023,8,T05,Depreciation run,5,2,2023-08-31,2023-09-04,2023-09-07,3.0,,false
1098,NS30,NovaSpace Deutschland GmbH,2023,8,T06,Accruals posting,6,3,2023-08-31,2023-09-05,2023-09-11,4.0,,false
1099,NS30,NovaSpace Deutschland GmbH,2023,8,T07,Overhead allocation cycle,7,3,2023-08-31,2023-09-05,2023-09-12,5.0,,false
1100,NS30,NovaSpace Deutschland GmbH,2023,8,T08,Intercompany reconciliation,8,3,2023-08-31,2023-09-05,2023-09-12,5.0,,false
1101,NS30,NovaSpace Deutschland GmbH,2023,8,T09,FX revaluation,9,4,2023-08-31,2023-09-06,2023-09-11,3.0,,false
1102,NS30,NovaSpace Deutschland GmbH,2023,8,T10,Soft close / reporting cut-off,10,4,2023-08-31,2023-09-06,2023-09-12,4.0,,false
1103,NS30,NovaSpace Deutschland GmbH,2023,8,T11,Management reporting pack,11,5,2023-08-31,2023-09-07,2023-09-14,5.0,,false
1104,NS30,NovaSpace Deutschland GmbH,2023,8,T12,Hard close / period lock,12,5,2023-08-31,2023-09-07,2023-09-11,2.0,7.0,false
1105,NS30,NovaSpace Deutschland GmbH,2023,9,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-09-30,2023-10-02,2023-10-04,2.0,,false
1106,NS30,NovaSpace Deutschland GmbH,2023,9,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-09-30,2023-10-02,2023-10-05,3.0,,false
1107,NS30,NovaSpace Deutschland GmbH,2023,9,T03,GR/IR clearing,3,2,2023-09-30,2023-10-03,2023-10-06,3.0,,false
1108,NS30,NovaSpace Deutschland GmbH,2023,9,T04,Payroll posting,4,2,2023-09-30,2023-10-03,2023-10-09,4.0,,false
1109,NS30,NovaSpace Deutschland GmbH,2023,9,T05,Depreciation run,5,2,2023-09-30,2023-10-03,2023-10-05,2.0,,false
1110,NS30,NovaSpace Deutschland GmbH,2023,9,T06,Accruals posting,6,3,2023-09-30,2023-10-04,2023-10-09,3.0,,false
1111,NS30,NovaSpace Deutschland GmbH,2023,9,T07,Overhead allocation cycle,7,3,2023-09-30,2023-10-04,2023-10-09,3.0,,false
1112,NS30,NovaSpace Deutschland GmbH,2023,9,T08,Intercompany reconciliation,8,3,2023-09-30,2023-10-04,2023-10-09,3.0,,false
1113,NS30,NovaSpace Deutschland GmbH,2023,9,T09,FX revaluation,9,4,2023-09-30,2023-10-05,2023-10-10,3.0,,false
1114,NS30,NovaSpace Deutschland GmbH,2023,9,T10,Soft close / reporting cut-off,10,4,2023-09-30,2023-10-05,2023-10-10,3.0,,false
1115,NS30,NovaSpace Deutschland GmbH,2023,9,T11,Management reporting pack,11,5,2023-09-30,2023-10-06,2023-10-10,2.0,,false
1116,NS30,NovaSpace Deutschland GmbH,2023,9,T12,Hard close / period lock,12,5,2023-09-30,2023-10-06,2023-10-13,5.0,10.0,false
1117,NS30,NovaSpace Deutschland GmbH,2023,10,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-10-31,2023-11-01,2023-11-06,3.0,,false
1118,NS30,NovaSpace Deutschland GmbH,2023,10,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-10-31,2023-11-01,2023-11-06,3.0,,false
1119,NS30,NovaSpace Deutschland GmbH,2023,10,T03,GR/IR clearing,3,2,2023-10-31,2023-11-02,2023-11-08,4.0,,false
1120,NS30,NovaSpace Deutschland GmbH,2023,10,T04,Payroll posting,4,2,2023-10-31,2023-11-02,2023-11-06,2.0,,false
1121,NS30,NovaSpace Deutschland GmbH,2023,10,T05,Depreciation run,5,2,2023-10-31,2023-11-02,2023-11-08,4.0,,false
1122,NS30,NovaSpace Deutschland GmbH,2023,10,T06,Accruals posting,6,3,2023-10-31,2023-11-03,2023-11-07,2.0,,false
1123,NS30,NovaSpace Deutschland GmbH,2023,10,T07,Overhead allocation cycle,7,3,2023-10-31,2023-11-03,2023-11-06,1.0,,false
1124,NS30,NovaSpace Deutschland GmbH,2023,10,T08,Intercompany reconciliation,8,3,2023-10-31,2023-11-03,2023-11-09,4.0,,false
1125,NS30,NovaSpace Deutschland GmbH,2023,10,T09,FX revaluation,9,4,2023-10-31,2023-11-06,2023-11-10,4.0,,false
1126,NS30,NovaSpace Deutschland GmbH,2023,10,T10,Soft close / reporting cut-off,10,4,2023-10-31,2023-11-06,2023-11-10,4.0,,false
1127,NS30,NovaSpace Deutschland GmbH,2023,10,T11,Management reporting pack,11,5,2023-10-31,2023-11-07,2023-11-10,3.0,,false
1128,NS30,NovaSpace Deutschland GmbH,2023,10,T12,Hard close / period lock,12,5,2023-10-31,2023-11-07,2023-11-13,4.0,9.0,false
1129,NS30,NovaSpace Deutschland GmbH,2023,11,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-11-30,2023-12-01,2023-12-06,3.0,,false
1130,NS30,NovaSpace Deutschland GmbH,2023,11,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-11-30,2023-12-01,2023-12-05,2.0,,false
1131,NS30,NovaSpace Deutschland GmbH,2023,11,T03,GR/IR clearing,3,2,2023-11-30,2023-12-04,2023-12-12,6.0,,false
1132,NS30,NovaSpace Deutschland GmbH,2023,11,T04,Payroll posting,4,2,2023-11-30,2023-12-04,2023-12-11,5.0,,false
1133,NS30,NovaSpace Deutschland GmbH,2023,11,T05,Depreciation run,5,2,2023-11-30,2023-12-04,2023-12-06,2.0,,false
1134,NS30,NovaSpace Deutschland GmbH,2023,11,T06,Accruals posting,6,3,2023-11-30,2023-12-05,2023-12-08,3.0,,false
1135,NS30,NovaSpace Deutschland GmbH,2023,11,T07,Overhead allocation cycle,7,3,2023-11-30,2023-12-05,2023-12-11,4.0,,false
1136,NS30,NovaSpace Deutschland GmbH,2023,11,T08,Intercompany reconciliation,8,3,2023-11-30,2023-12-05,2023-12-07,2.0,,false
1137,NS30,NovaSpace Deutschland GmbH,2023,11,T09,FX revaluation,9,4,2023-11-30,2023-12-06,2023-12-12,4.0,,false
1138,NS30,NovaSpace Deutschland GmbH,2023,11,T10,Soft close / reporting cut-off,10,4,2023-11-30,2023-12-06,2023-12-11,3.0,,false
1139,NS30,NovaSpace Deutschland GmbH,2023,11,T11,Management reporting pack,11,5,2023-11-30,2023-12-07,2023-12-14,5.0,,false
1140,NS30,NovaSpace Deutschland GmbH,2023,11,T12,Hard close / period lock,12,5,2023-11-30,2023-12-07,2023-12-11,2.0,7.0,false
1141,NS30,NovaSpace Deutschland GmbH,2023,12,T01,Sub-ledger cut-off — Accounts Payable,1,1,2023-12-31,2024-01-02,2024-01-05,3.0,,false
1142,NS30,NovaSpace Deutschland GmbH,2023,12,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2023-12-31,2024-01-02,2024-01-05,3.0,,false
1143,NS30,NovaSpace Deutschland GmbH,2023,12,T03,GR/IR clearing,3,2,2023-12-31,2024-01-03,2024-01-05,2.0,,false
1144,NS30,NovaSpace Deutschland GmbH,2023,12,T04,Payroll posting,4,2,2023-12-31,2024-01-03,2024-01-08,3.0,,false
1145,NS30,NovaSpace Deutschland GmbH,2023,12,T05,Depreciation run,5,2,2023-12-31,2024-01-03,2024-01-09,4.0,,false
1146,NS30,NovaSpace Deutschland GmbH,2023,12,T06,Accruals posting,6,3,2023-12-31,2024-01-04,2024-01-09,3.0,,false
1147,NS30,NovaSpace Deutschland GmbH,2023,12,T07,Overhead allocation cycle,7,3,2023-12-31,2024-01-04,2024-01-08,2.0,,false
1148,NS30,NovaSpace Deutschland GmbH,2023,12,T08,Intercompany reconciliation,8,3,2023-12-31,2024-01-04,2024-01-08,2.0,,false
1149,NS30,NovaSpace Deutschland GmbH,2023,12,T09,FX revaluation,9,4,2023-12-31,2024-01-05,2024-01-09,2.0,,false
1150,NS30,NovaSpace Deutschland GmbH,2023,12,T10,Soft close / reporting cut-off,10,4,2023-12-31,2024-01-05,2024-01-10,3.0,,false
1151,NS30,NovaSpace Deutschland GmbH,2023,12,T11,Management reporting pack,11,5,2023-12-31,2024-01-08,2024-01-15,5.0,,false
1152,NS30,NovaSpace Deutschland GmbH,2023,12,T12,Hard close / period lock,12,5,2023-12-31,2024-01-08,2024-01-12,4.0,9.0,false
1153,NS30,NovaSpace Deutschland GmbH,2024,1,T01,Sub-ledger cut-off — Accounts Payable,1,1,2024-01-31,2024-02-01,2024-02-06,3.0,,false
1154,NS30,NovaSpace Deutschland GmbH,2024,1,T02,Sub-ledger cut-off — Accounts Receivable,2,1,2024-01-31,2024-02-01,2024-02-06,3.0,,false
1155,NS30,NovaSpace Deutschland GmbH,2024,1,T03,GR/IR clearing,3,2,2024-01-31,2024-02-02,2024-02-09,5.0,,false
1156,NS30,NovaSpace Deutschland GmbH,2024,1,T04,Payroll posting,4,2,2024-01-31,2024-02-02,2024-02-07,3.0,,false
1157,NS30,NovaSpace Deutschland GmbH,2024,1,T05,Depreciation run,5,2,2024-01-31,2024-02-02,2024-02-06,2.0,,false
