company_code,programme_id,account_group,fiscal_year,fiscal_period,period_date,fiscal_period_label,version,amount_group_currency
NS40,PRG-VESTA,MAT,2025,10,2025-10-01,2025-10,ACTUAL,23190.05
NS40,PRG-VESTA,MAT,2025,11,2025-11-01,2025-11,ACTUAL,27273.050000000003
NS40,PRG-VESTA,MAT,2025,12,2025-12-01,2025-12,ACTUAL,40783.4
NS40,PRG-VESTA,MAT,2026,1,2026-01-01,2026-01,ACTUAL,20438.41
NS40,PRG-VESTA,MAT,2026,2,2026-02-01,2026-02,ACTUAL,31634.54
NS40,PRG-VESTA,MAT,2026,3,2026-03-01,2026-03,ACTUAL,6569.42
NS40,PRG-VESTA,MAT,2026,4,2026-04-01,2026-04,ACTUAL,19459.95
NS40,PRG-VESTA,MAT,2026,5,2026-05-01,2026-05,ACTUAL,10305.949999999999
NS40,PRG-VESTA,MAT,2026,6,2026-06-01,2026-06,ACTUAL,23491.190000000002
NS40,PRG-VESTA,OTH,2023,1,2023-01-01,2023-01,ACTUAL,186.15
NS40,PRG-VESTA,OTH,2023,2,2023-02-01,2023-02,ACTUAL,286.46
NS40,PRG-VESTA,OTH,2023,3,2023-03-01,2023-03,ACTUAL,2021.2399999999998
NS40,PRG-VESTA,OTH,2023,8,2023-08-01,2023-08,ACTUAL,167.14
NS40,PRG-VESTA,OTH,2023,9,2023-09-01,2023-09,ACTUAL,505.28
NS40,PRG-VESTA,OTH,2024,1,2024-01-01,2024-01,ACTUAL,907.49
NS40,PRG-VESTA,OTH,2024,3,2024-03-01,2024-03,ACTUAL,1797.84
NS40,PRG-VESTA,OTH,2024,4,2024-04-01,2024-04,ACTUAL,158.20000000000005
NS40,PRG-VESTA,OTH,2024,6,2024-06-01,2024-06,ACTUAL,1541.07
NS40,PRG-VESTA,OTH,2024,7,2024-07-01,2024-07,ACTUAL,-1541.07
NS40,PRG-VESTA,OTH,2024,9,2024-09-01,2024-09,ACTUAL,1086.82
NS40,PRG-VESTA,OTH,2025,1,2025-01-01,2025-01,ACTUAL,1754.1599999999999
NS40,PRG-VESTA,OTH,2025,3,2025-03-01,2025-03,ACTUAL,448.85
NS40,PRG-VESTA,OTH,2025,6,2025-06-01,2025-06,ACTUAL,746.34
NS40,PRG-VESTA,OTH,2025,8,2025-08-01,2025-08,ACTUAL,1258.87
NS40,PRG-VESTA,OTH,2025,9,2025-09-01,2025-09,ACTUAL,-719.0199999999999
NS40,PRG-VESTA,OTH,2025,10,2025-10-01,2025-10,ACTUAL,1083.38
NS40,PRG-VESTA,OTH,2026,1,2026-01-01,2026-01,ACTUAL,828.35
NS40,PRG-VESTA,OTH,2026,2,2026-02-01,2026-02,ACTUAL,247.87000000000006
NS40,PRG-VESTA,OVH,2023,3,2023-03-01,2023-03,ACTUAL,539.19
NS40,PRG-VESTA,OVH,2023,6,2023-06-01,2023-06,ACTUAL,2900.44
NS40,PRG-VESTA,OVH,2023,7,2023-07-01,2023-07,ACTUAL,3568.94
NS40,PRG-VESTA,OVH,2023,8,2023-08-01,2023-08,ACTUAL,1765.7
NS40,PRG-VESTA,OVH,2023,9,2023-09-01,2023-09,ACTUAL,499.0
NS40,PRG-VESTA,OVH,2023,11,2023-11-01,2023-11,ACTUAL,3651.2799999999997
NS40,PRG-VESTA,OVH,2023,12,2023-12-01,2023-12,ACTUAL,1091.51
NS40,PRG-VESTA,OVH,2024,1,2024-01-01,2024-01,ACTUAL,573.64
NS40,PRG-VESTA,OVH,2024,3,2024-03-01,2024-03,ACTUAL,1599.92
NS40,PRG-VESTA,OVH,2024,4,2024-04-01,2024-04,ACTUAL,221.26
NS40,PRG-VESTA,OVH,2024,5,2024-05-01,2024-05,ACTUAL,1952.99
NS40,PRG-VESTA,OVH,2024,7,2024-07-01,2024-07,ACTUAL,3805.31
NS40,PRG-VESTA,OVH,2024,8,2024-08-01,2024-08,ACTUAL,389.49
NS40,PRG-VESTA,OVH,2024,9,2024-09-01,2024-09,ACTUAL,1496.57
NS40,PRG-VESTA,OVH,2024,10,2024-10-01,2024-10,ACTUAL,2242.06
NS40,PRG-VESTA,OVH,2024,11,2024-11-01,2024-11,ACTUAL,1968.5900000000001
NS40,PRG-VESTA,OVH,2024,12,2024-12-01,2024-12,ACTUAL,1307.67
NS40,PRG-VESTA,OVH,2025,1,2025-01-01,2025-01,ACTUAL,6053.799999999999
NS40,PRG-VESTA,OVH,2025,2,2025-02-01,2025-02,ACTUAL,470.78
NS40,PRG-VESTA,OVH,2025,3,2025-03-01,2025-03,ACTUAL,3649.96
NS40,PRG-VESTA,OVH,2025,4,2025-04-01,2025-04,ACTUAL,558.67
NS40,PRG-VESTA,OVH,2025,5,2025-05-01,2025-05,ACTUAL,592.62
NS40,PRG-VESTA,OVH,2025,6,2025-06-01,2025-06,ACTUAL,460.25
NS40,PRG-VESTA,OVH,2025,7,2025-07-01,2025-07,ACTUAL,1323.81
NS40,PRG-VESTA,OVH,2025,10,2025-10-01,2025-10,ACTUAL,1767.9
NS40,PRG-VESTA,OVH,2025,11,2025-11-01,2025-11,ACTUAL,1146.03
NS40,PRG-VESTA,OVH,2025,12,2025-12-01,2025-12,ACTUAL,1649.71
NS40,PRG-VESTA,OVH,2026,2,2026-02-01,2026-02,ACTUAL,630.6
NS40,PRG-VESTA,OVH,2026,3,2026-03-01,2026-03,ACTUAL,-630.6
NS40,PRG-VESTA,OVH,2026,5,2026-05-01,2026-05,ACTUAL,3646.64
NS40,PRG-VESTA,OVH,2026,6,2026-06-01,2026-06,ACTUAL,985.33
NS40,PRG-VESTA,PER,2023,1,2023-01-01,2023-01,ACTUAL,2589.04
NS40,PRG-VESTA,PER,2023,2,2023-02-01,2023-02,ACTUAL,6683.05
NS40,PRG-VESTA,PER,2023,3,2023-03-01,2023-03,ACTUAL,-2177.23
NS40,PRG-VESTA,PER,2023,4,2023-04-01,2023-04,ACTUAL,3132.7799999999997
NS40,PRG-VESTA,PER,2023,5,2023-05-01,2023-05,ACTUAL,1154.32
NS40,PRG-VESTA,PER,2023,6,2023-06-01,2023-06,ACTUAL,1991.02
NS40,PRG-VESTA,PER,2023,7,2023-07-01,2023-07,ACTUAL,3682.31
NS40,PRG-VESTA,PER,2023,8,2023-08-01,2023-08,ACTUAL,882.57
NS40,PRG-VESTA,PER,2023,9,2023-09-01,2023-09,ACTUAL,7591.08
NS40,PRG-VESTA,PER,2023,10,2023-10-01,2023-10,ACTUAL,3765.15
NS40,PRG-VESTA,PER,2023,11,2023-11-01,2023-11,ACTUAL,3569.92
NS40,PRG-VESTA,PER,2023,12,2023-12-01,2023-12,ACTUAL,2310.96
NS40,PRG-VESTA,PER,2024,1,2024-01-01,2024-01,ACTUAL,7273.130000000001
NS40,PRG-VESTA,PER,2024,2,2024-02-01,2024-02,ACTUAL,991.63
NS40,PRG-VESTA,PER,2024,3,2024-03-01,2024-03,ACTUAL,745.46
NS40,PRG-VESTA,PER,2024,4,2024-04-01,2024-04,ACTUAL,624.52
NS40,PRG-VESTA,PER,2024,5,2024-05-01,2024-05,ACTUAL,3811.6699999999996
NS40,PRG-VESTA,PER,2024,6,2024-06-01,2024-06,ACTUAL,3341.3999999999996
NS40,PRG-VESTA,PER,2024,7,2024-07-01,2024-07,ACTUAL,2876.2299999999996
NS40,PRG-VESTA,PER,2024,8,2024-08-01,2024-08,ACTUAL,4203.22
NS40,PRG-VESTA,PER,2024,9,2024-09-01,2024-09,ACTUAL,6220.459999999999
NS40,PRG-VESTA,PER,2024,10,2024-10-01,2024-10,ACTUAL,951.77
NS40,PRG-VESTA,PER,2024,12,2024-12-01,2024-12,ACTUAL,11012.64
NS40,PRG-VESTA,PER,2025,1,2025-01-01,2025-01,ACTUAL,-518.1400000000001
NS40,PRG-VESTA,PER,2025,2,2025-02-01,2025-02,ACTUAL,1523.01
NS40,PRG-VESTA,PER,2025,3,2025-03-01,2025-03,ACTUAL,3296.7200000000003
NS40,PRG-VESTA,PER,2025,4,2025-04-01,2025-04,ACTUAL,1014.16
NS40,PRG-VESTA,PER,2025,5,2025-05-01,2025-05,ACTUAL,7583.04
NS40,PRG-VESTA,PER,2025,6,2025-06-01,2025-06,ACTUAL,2330.3199999999997
NS40,PRG-VESTA,PER,2025,7,2025-07-01,2025-07,ACTUAL,2488.16
NS40,PRG-VESTA,PER,2025,8,2025-08-01,2025-08,ACTUAL,6421.48
NS40,PRG-VESTA,PER,2025,9,2025-09-01,2025-09,ACTUAL,-2433.56
NS40,PRG-VESTA,PER,2025,10,2025-10-01,2025-10,ACTUAL,2203.6800000000003
NS40,PRG-VESTA,PER,2025,11,2025-11-01,2025-11,ACTUAL,7428.62
NS40,PRG-VESTA,PER,2025,12,2025-12-01,2025-12,ACTUAL,2602.58
NS40,PRG-VESTA,PER,2026,1,2026-01-01,2026-01,ACTUAL,1726.63
NS40,PRG-VESTA,PER,2026,2,2026-02-01,2026-02,ACTUAL,493.05
NS40,PRG-VESTA,PER,2026,3,2026-03-01,2026-03,ACTUAL,3479.84
NS40,PRG-VESTA,PER,2026,4,2026-04-01,2026-04,ACTUAL,1304.71
NS40,PRG-VESTA,PER,2026,5,2026-05-01,2026-05,ACTUAL,3447.8900000000003
NS40,PRG-VESTA,SUB,2023,1,2023-01-01,2023-01,ACTUAL,19213.870000000003
NS40,PRG-VESTA,SUB,2023,2,2023-02-01,2023-02,ACTUAL,20087.4
NS40,PRG-VESTA,SUB,2023,3,2023-03-01,2023-03,ACTUAL,44228.56
NS40,PRG-VESTA,SUB,2023,4,2023-04-01,2023-04,ACTUAL,27801.43
NS40,PRG-VESTA,SUB,2023,5,2023-05-01,2023-05,ACTUAL,52444.84
NS40,PRG-VESTA,SUB,2023,6,2023-06-01,2023-06,ACTUAL,17397.56
NS40,PRG-VESTA,SUB,2023,7,2023-07-01,2023-07,ACTUAL,62883.98
NS40,PRG-VESTA,SUB,2023,8,2023-08-01,2023-08,ACTUAL,12929.470000000001
NS40,PRG-VESTA,SUB,2023,9,2023-09-01,2023-09,ACTUAL,59930.61
NS40,PRG-VESTA,SUB,2023,10,2023-10-01,2023-10,ACTUAL,28299.43
NS40,PRG-VESTA,SUB,2023,11,2023-11-01,2023-11,ACTUAL,12014.67
NS40,PRG-VESTA,SUB,2023,12,2023-12-01,2023-12,ACTUAL,29786.25
NS40,PRG-VESTA,SUB,2024,1,2024-01-01,2024-01,ACTUAL,14926.6
NS40,PRG-VESTA,SUB,2024,2,2024-02-01,2024-02,ACTUAL,53028.67
NS40,PRG-VESTA,SUB,2024,3,2024-03-01,2024-03,ACTUAL,15109.05
NS40,PRG-VESTA,SUB,2024,4,2024-04-01,2024-04,ACTUAL,16359.0
NS40,PRG-VESTA,SUB,2024,5,2024-05-01,2024-05,ACTUAL,68460.69
NS40,PRG-VESTA,SUB,2024,6,2024-06-01,2024-06,ACTUAL,32680.83
NS40,PRG-VESTA,SUB,2024,7,2024-07-01,2024-07,ACTUAL,36180.47
NS40,PRG-VESTA,SUB,2024,8,2024-08-01,2024-08,ACTUAL,29209.899999999998
NS40,PRG-VESTA,SUB,2024,9,2024-09-01,2024-09,ACTUAL,4487.8
NS40,PRG-VESTA,SUB,2024,10,2024-10-01,2024-10,ACTUAL,7844.04
NS40,PRG-VESTA,SUB,2024,11,2024-11-01,2024-11,ACTUAL,50852.9
NS40,PRG-VESTA,SUB,2024,12,2024-12-01,2024-12,ACTUAL,30305.83
NS40,PRG-VESTA,SUB,2025,1,2025-01-01,2025-01,ACTUAL,50062.09
NS40,PRG-VESTA,SUB,2025,2,2025-02-01,2025-02,ACTUAL,60234.64
NS40,PRG-VESTA,SUB,2025,3,2025-03-01,2025-03,ACTUAL,47912.45
NS40,PRG-VESTA,SUB,2025,4,2025-04-01,2025-04,ACTUAL,42134.89
NS40,PRG-VESTA,SUB,2025,5,2025-05-01,2025-05,ACTUAL,10365.31
NS40,PRG-VESTA,SUB,2025,6,2025-06-01,2025-06,ACTUAL,91868.67
NS40,PRG-VESTA,SUB,2025,7,2025-07-01,2025-07,ACTUAL,16733.25
NS40,PRG-VESTA,SUB,2025,8,2025-08-01,2025-08,ACTUAL,36788.1
NS40,PRG-VESTA,SUB,2025,9,2025-09-01,2025-09,ACTUAL,46070.89
NS40,PRG-VESTA,SUB,2025,10,2025-10-01,2025-10,ACTUAL,114836.76000000001
NS40,PRG-VESTA,SUB,2025,11,2025-11-01,2025-11,ACTUAL,70522.23
NS40,PRG-VESTA,SUB,2025,12,2025-12-01,2025-12,ACTUAL,58514.05
NS40,PRG-VESTA,SUB,2026,1,2026-01-01,2026-01,ACTUAL,47536.86
NS40,PRG-VESTA,SUB,2026,2,2026-02-01,2026-02,ACTUAL,13140.15
NS40,PRG-VESTA,SUB,2026,3,2026-03-01,2026-03,ACTUAL,40254.869999999995
NS40,PRG-VESTA,SUB,2026,4,2026-04-01,2026-04,ACTUAL,41108.11
NS40,PRG-VESTA,SUB,2026,5,2026-05-01,2026-05,ACTUAL,36377.990000000005
NS40,PRG-VESTA,SUB,2026,6,2026-06-01,2026-06,ACTUAL,10205.769999999999
NS10,(none),DEP,2023,1,2023-01-01,2023-01,BUDGET,317848.35
NS10,(none),DEP,2023,2,2023-02-01,2023-02,BUDGET,317848.35
NS10,(none),DEP,2023,3,2023-03-01,2023-03,BUDGET,317848.35
NS10,(none),DEP,2023,4,2023-04-01,2023-04,BUDGET,317848.35
NS10,(none),DEP,2023,5,2023-05-01,2023-05,BUDGET,317848.35
NS10,(none),DEP,2023,6,2023-06-01,2023-06,BUDGET,317848.35
NS10,(none),DEP,2023,7,2023-07-01,2023-07,BUDGET,317848.35
NS10,(none),DEP,2023,8,2023-08-01,2023-08,BUDGET,317848.35
NS10,(none),DEP,2023,9,2023-09-01,2023-09,BUDGET,317848.35
NS10,(none),DEP,2023,10,2023-10-01,2023-10,BUDGET,317848.35
NS10,(none),DEP,2023,11,2023-11-01,2023-11,BUDGET,317848.35
NS10,(none),DEP,2023,12,2023-12-01,2023-12,BUDGET,317848.35
NS10,(none),DEP,2024,1,2024-01-01,2024-01,BUDGET,322303.38
NS10,(none),DEP,2024,2,2024-02-01,2024-02,BUDGET,322303.38
NS10,(none),DEP,2024,3,2024-03-01,2024-03,BUDGET,322303.38
NS10,(none),DEP,2024,4,2024-04-01,2024-04,BUDGET,322303.38
NS10,(none),DEP,2024,5,2024-05-01,2024-05,BUDGET,322303.38
NS10,(none),DEP,2024,6,2024-06-01,2024-06,BUDGET,322303.38
NS10,(none),DEP,2024,7,2024-07-01,2024-07,BUDGET,322303.38
NS10,(none),DEP,2024,8,2024-08-01,2024-08,BUDGET,322303.38
NS10,(none),DEP,2024,9,2024-09-01,2024-09,BUDGET,322303.38
NS10,(none),DEP,2024,10,2024-10-01,2024-10,BUDGET,322303.38
NS10,(none),DEP,2024,11,2024-11-01,2024-11,BUDGET,322303.38
NS10,(none),DEP,2024,12,2024-12-01,2024-12,BUDGET,322303.38
NS10,(none),DEP,2025,1,2025-01-01,2025-01,BUDGET,239042.17
NS10,(none),DEP,2025,2,2025-02-01,2025-02,BUDGET,239042.17
NS10,(none),DEP,2025,3,2025-03-01,2025-03,BUDGET,239042.17
NS10,(none),DEP,2025,4,2025-04-01,2025-04,BUDGET,239042.17
NS10,(none),DEP,2025,5,2025-05-01,2025-05,BUDGET,239042.17
NS10,(none),DEP,2025,6,2025-06-01,2025-06,BUDGET,239042.17
NS10,(none),DEP,2025,7,2025-07-01,2025-07,BUDGET,239042.17
NS10,(none),DEP,2025,8,2025-08-01,2025-08,BUDGET,239042.17
NS10,(none),DEP,2025,9,2025-09-01,2025-09,BUDGET,239042.17
NS10,(none),DEP,2025,10,2025-10-01,2025-10,BUDGET,239042.17
NS10,(none),DEP,2025,11,2025-11-01,2025-11,BUDGET,239042.17
NS10,(none),DEP,2025,12,2025-12-01,2025-12,BUDGET,239042.17
NS10,(none),DEP,2026,1,2026-01-01,2026-01,BUDGET,197441.68
NS10,(none),DEP,2026,2,2026-02-01,2026-02,BUDGET,197441.68
NS10,(none),DEP,2026,3,2026-03-01,2026-03,BUDGET,197441.68
NS10,(none),DEP,2026,4,2026-04-01,2026-04,BUDGET,197441.68
NS10,(none),DEP,2026,5,2026-05-01,2026-05,BUDGET,197441.68
NS10,(none),DEP,2026,6,2026-06-01,2026-06,BUDGET,197441.68
NS10,(none),DEP,2026,7,2026-07-01,2026-07,BUDGET,197441.68
NS10,(none),DEP,2026,8,2026-08-01,2026-08,BUDGET,197441.68
NS10,(none),DEP,2026,9,2026-09-01,2026-09,BUDGET,197441.68
NS10,(none),DEP,2026,10,2026-10-01,2026-10,BUDGET,197441.68
NS10,(none),DEP,2026,11,2026-11-01,2026-11,BUDGET,197441.68
NS10,(none),DEP,2026,12,2026-12-01,2026-12,BUDGET,197441.68
NS10,(none),MAT,2023,1,2023-01-01,2023-01,BUDGET,3079998.78
NS10,(none),MAT,2023,2,2023-02-01,2023-02,BUDGET,3079998.78
NS10,(none),MAT,2023,3,2023-03-01,2023-03,BUDGET,3079998.78
NS10,(none),MAT,2023,4,2023-04-01,2023-04,BUDGET,3079998.78
NS10,(none),MAT,2023,5,2023-05-01,2023-05,BUDGET,3079998.78
NS10,(none),MAT,2023,6,2023-06-01,2023-06,BUDGET,3079998.78
NS10,(none),MAT,2023,7,2023-07-01,2023-07,BUDGET,3079998.78
NS10,(none),MAT,2023,8,2023-08-01,2023-08,BUDGET,3079998.78
NS10,(none),MAT,2023,9,2023-09-01,2023-09,BUDGET,3079998.78
NS10,(none),MAT,2023,10,2023-10-01,2023-10,BUDGET,3079998.78
NS10,(none),MAT,2023,11,2023-11-01,2023-11,BUDGET,3079998.78
NS10,(none),MAT,2023,12,2023-12-01,2023-12,BUDGET,3079998.78
NS10,(none),MAT,2024,1,2024-01-01,2024-01,BUDGET,3178338.8
NS10,(none),MAT,2024,2,2024-02-01,2024-02,BUDGET,3178338.8
NS10,(none),MAT,2024,3,2024-03-01,2024-03,BUDGET,3178338.8
NS10,(none),MAT,2024,4,2024-04-01,2024-04,BUDGET,3178338.8
NS10,(none),MAT,2024,5,2024-05-01,2024-05,BUDGET,3178338.8
NS10,(none),MAT,2024,6,2024-06-01,2024-06,BUDGET,3178338.8
NS10,(none),MAT,2024,7,2024-07-01,2024-07,BUDGET,3178338.8
NS10,(none),MAT,2024,8,2024-08-01,2024-08,BUDGET,3178338.8
NS10,(none),MAT,2024,9,2024-09-01,2024-09,BUDGET,3178338.8
NS10,(none),MAT,2024,10,2024-10-01,2024-10,BUDGET,3178338.8
NS10,(none),MAT,2024,11,2024-11-01,2024-11,BUDGET,3178338.8
NS10,(none),MAT,2024,12,2024-12-01,2024-12,BUDGET,3178338.8
NS10,(none),MAT,2025,1,2025-01-01,2025-01,BUDGET,2362421.25
NS10,(none),MAT,2025,2,2025-02-01,2025-02,BUDGET,2362421.25
NS10,(none),MAT,2025,3,2025-03-01,2025-03,BUDGET,2362421.25
NS10,(none),MAT,2025,4,2025-04-01,2025-04,BUDGET,2362421.25
NS10,(none),MAT,2025,5,2025-05-01,2025-05,BUDGET,2362421.25
NS10,(none),MAT,2025,6,2025-06-01,2025-06,BUDGET,2362421.25
NS10,(none),MAT,2025,7,2025-07-01,2025-07,BUDGET,2362421.25
NS10,(none),MAT,2025,8,2025-08-01,2025-08,BUDGET,2362421.25
NS10,(none),MAT,2025,9,2025-09-01,2025-09,BUDGET,2362421.25
NS10,(none),MAT,2025,10,2025-10-01,2025-10,BUDGET,2362421.25
NS10,(none),MAT,2025,11,2025-11-01,2025-11,BUDGET,2362421.25
NS10,(none),MAT,2025,12,2025-12-01,2025-12,BUDGET,2362421.25
NS10,(none),MAT,2026,1,2026-01-01,2026-01,BUDGET,1882030.05
NS10,(none),MAT,2026,2,2026-02-01,2026-02,BUDGET,1882030.05
NS10,(none),MAT,2026,3,2026-03-01,2026-03,BUDGET,1882030.05
NS10,(none),MAT,2026,4,2026-04-01,2026-04,BUDGET,1882030.05
NS10,(none),MAT,2026,5,2026-05-01,2026-05,BUDGET,1882030.05
NS10,(none),MAT,2026,6,2026-06-01,2026-06,BUDGET,1882030.05
NS10,(none),MAT,2026,7,2026-07-01,2026-07,BUDGET,1882030.05
NS10,(none),MAT,2026,8,2026-08-01,2026-08,BUDGET,1882030.05
NS10,(none),MAT,2026,9,2026-09-01,2026-09,BUDGET,1882030.05
NS10,(none),MAT,2026,10,2026-10-01,2026-10,BUDGET,1882030.05
NS10,(none),MAT,2026,11,2026-11-01,2026-11,BUDGET,1882030.05
NS10,(none),MAT,2026,12,2026-12-01,2026-12,BUDGET,1882030.05
NS10,(none),OTH,2023,1,2023-01-01,2023-01,BUDGET,32859.63
NS10,(none),OTH,2023,2,2023-02-01,2023-02,BUDGET,32859.63
NS10,(none),OTH,2023,3,2023-03-01,2023-03,BUDGET,32859.63
NS10,(none),OTH,2023,4,2023-04-01,2023-04,BUDGET,32859.63
NS10,(none),OTH,2023,5,2023-05-01,2023-05,BUDGET,32859.63
NS10,(none),OTH,2023,6,2023-06-01,2023-06,BUDGET,32859.63
NS10,(none),OTH,2023,7,2023-07-01,2023-07,BUDGET,32859.63
NS10,(none),OTH,2023,8,2023-08-01,2023-08,BUDGET,32859.63
NS10,(none),OTH,2023,9,2023-09-01,2023-09,BUDGET,32859.63
NS10,(none),OTH,2023,10,2023-10-01,2023-10,BUDGET,32859.63
NS10,(none),OTH,2023,11,2023-11-01,2023-11,BUDGET,32859.63
NS10,(none),OTH,2023,12,2023-12-01,2023-12,BUDGET,32859.63
NS10,(none),OTH,2024,1,2024-01-01,2024-01,BUDGET,37318.69
NS10,(none),OTH,2024,2,2024-02-01,2024-02,BUDGET,37318.69
NS10,(none),OTH,2024,3,2024-03-01,2024-03,BUDGET,37318.69
NS10,(none),OTH,2024,4,2024-04-01,2024-04,BUDGET,37318.69
NS10,(none),OTH,2024,5,2024-05-01,2024-05,BUDGET,37318.69
NS10,(none),OTH,2024,6,2024-06-01,2024-06,BUDGET,37318.69
NS10,(none),OTH,2024,7,2024-07-01,2024-07,BUDGET,37318.69
NS10,(none),OTH,2024,8,2024-08-01,2024-08,BUDGET,37318.69
NS10,(none),OTH,2024,9,2024-09-01,2024-09,BUDGET,37318.69
NS10,(none),OTH,2024,10,2024-10-01,2024-10,BUDGET,37318.69
NS10,(none),OTH,2024,11,2024-11-01,2024-11,BUDGET,37318.69
NS10,(none),OTH,2024,12,2024-12-01,2024-12,BUDGET,37318.69
NS10,(none),OTH,2025,1,2025-01-01,2025-01,BUDGET,22325.63
NS10,(none),OTH,2025,2,2025-02-01,2025-02,BUDGET,22325.63
NS10,(none),OTH,2025,3,2025-03-01,2025-03,BUDGET,22325.63
NS10,(none),OTH,2025,4,2025-04-01,2025-04,BUDGET,22325.63
NS10,(none),OTH,2025,5,2025-05-01,2025-05,BUDGET,22325.63
NS10,(none),OTH,2025,6,2025-06-01,2025-06,BUDGET,22325.63
NS10,(none),OTH,2025,7,2025-07-01,2025-07,BUDGET,22325.63
NS10,(none),OTH,2025,8,2025-08-01,2025-08,BUDGET,22325.63
NS10,(none),OTH,2025,9,2025-09-01,2025-09,BUDGET,22325.63
NS10,(none),OTH,2025,10,2025-10-01,2025-10,BUDGET,22325.63
NS10,(none),OTH,2025,11,2025-11-01,2025-11,BUDGET,22325.63
NS10,(none),OTH,2025,12,2025-12-01,2025-12,BUDGET,22325.63
NS10,(none),OTH,2026,1,2026-01-01,2026-01,BUDGET,17960.76
NS10,(none),OTH,2026,2,2026-02-01,2026-02,BUDGET,17960.76
NS10,(none),OTH,2026,3,2026-03-01,2026-03,BUDGET,17960.76
NS10,(none),OTH,2026,4,2026-04-01,2026-04,BUDGET,17960.76
NS10,(none),OTH,2026,5,2026-05-01,2026-05,BUDGET,17960.76
NS10,(none),OTH,2026,6,2026-06-01,2026-06,BUDGET,17960.76
NS10,(none),OTH,2026,7,2026-07-01,2026-07,BUDGET,17960.76
NS10,(none),OTH,2026,8,2026-08-01,2026-08,BUDGET,17960.76
NS10,(none),OTH,2026,9,2026-09-01,2026-09,BUDGET,17960.76
NS10,(none),OTH,2026,10,2026-10-01,2026-10,BUDGET,17960.76
NS10,(none),OTH,2026,11,2026-11-01,2026-11,BUDGET,17960.76
NS10,(none),OTH,2026,12,2026-12-01,2026-12,BUDGET,17960.76
NS10,(none),OVH,2023,1,2023-01-01,2023-01,BUDGET,462104.91
NS10,(none),OVH,2023,2,2023-02-01,2023-02,BUDGET,462104.91
NS10,(none),OVH,2023,3,2023-03-01,2023-03,BUDGET,462104.91
NS10,(none),OVH,2023,4,2023-04-01,2023-04,BUDGET,462104.91
NS10,(none),OVH,2023,5,2023-05-01,2023-05,BUDGET,462104.91
NS10,(none),OVH,2023,6,2023-06-01,2023-06,BUDGET,462104.91
NS10,(none),OVH,2023,7,2023-07-01,2023-07,BUDGET,462104.91
NS10,(none),OVH,2023,8,2023-08-01,2023-08,BUDGET,462104.91
NS10,(none),OVH,2023,9,2023-09-01,2023-09,BUDGET,462104.91
NS10,(none),OVH,2023,10,2023-10-01,2023-10,BUDGET,462104.91
NS10,(none),OVH,2023,11,2023-11-01,2023-11,BUDGET,462104.91
NS10,(none),OVH,2023,12,2023-12-01,2023-12,BUDGET,462104.91
NS10,(none),OVH,2024,1,2024-01-01,2024-01,BUDGET,471167.9
NS10,(none),OVH,2024,2,2024-02-01,2024-02,BUDGET,471167.9
NS10,(none),OVH,2024,3,2024-03-01,2024-03,BUDGET,471167.9
NS10,(none),OVH,2024,4,2024-04-01,2024-04,BUDGET,471167.9
NS10,(none),OVH,2024,5,2024-05-01,2024-05,BUDGET,471167.9
NS10,(none),OVH,2024,6,2024-06-01,2024-06,BUDGET,471167.9
NS10,(none),OVH,2024,7,2024-07-01,2024-07,BUDGET,471167.9
NS10,(none),OVH,2024,8,2024-08-01,2024-08,BUDGET,471167.9
NS10,(none),OVH,2024,9,2024-09-01,2024-09,BUDGET,471167.9
NS10,(none),OVH,2024,10,2024-10-01,2024-10,BUDGET,471167.9
NS10,(none),OVH,2024,11,2024-11-01,2024-11,BUDGET,471167.9
NS10,(none),OVH,2024,12,2024-12-01,2024-12,BUDGET,471167.9
NS10,(none),OVH,2025,1,2025-01-01,2025-01,BUDGET,347796.86
NS10,(none),OVH,2025,2,2025-02-01,2025-02,BUDGET,347796.86
NS10,(none),OVH,2025,3,2025-03-01,2025-03,BUDGET,347796.86
NS10,(none),OVH,2025,4,2025-04-01,2025-04,BUDGET,347796.86
NS10,(none),OVH,2025,5,2025-05-01,2025-05,BUDGET,347796.86
NS10,(none),OVH,2025,6,2025-06-01,2025-06,BUDGET,347796.86
NS10,(none),OVH,2025,7,2025-07-01,2025-07,BUDGET,347796.86
NS10,(none),OVH,2025,8,2025-08-01,2025-08,BUDGET,347796.86
NS10,(none),OVH,2025,9,2025-09-01,2025-09,BUDGET,347796.86
NS10,(none),OVH,2025,10,2025-10-01,2025-10,BUDGET,347796.86
NS10,(none),OVH,2025,11,2025-11-01,2025-11,BUDGET,347796.86
NS10,(none),OVH,2025,12,2025-12-01,2025-12,BUDGET,347796.86
NS10,(none),OVH,2026,1,2026-01-01,2026-01,BUDGET,276396.38
NS10,(none),OVH,2026,2,2026-02-01,2026-02,BUDGET,276396.38
NS10,(none),OVH,2026,3,2026-03-01,2026-03,BUDGET,276396.38
NS10,(none),OVH,2026,4,2026-04-01,2026-04,BUDGET,276396.38
NS10,(none),OVH,2026,5,2026-05-01,2026-05,BUDGET,276396.38
NS10,(none),OVH,2026,6,2026-06-01,2026-06,BUDGET,276396.38
NS10,(none),OVH,2026,7,2026-07-01,2026-07,BUDGET,276396.38
NS10,(none),OVH,2026,8,2026-08-01,2026-08,BUDGET,276396.38
NS10,(none),OVH,2026,9,2026-09-01,2026-09,BUDGET,276396.38
